,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4
amb,2.867642899207827E-5,4.7021140234438E-6,5.875878761722121E-4,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,5.506187356017642E-4
ambassador,0.0012278725504789878,4.7021140234438E-6,9.655683813122316E-4,8.019237003967232E-5,3.171119479560569E-4,3.244614750667579E-5,0.0016880239287926564,4.9181061553541216E-6,0.001839175413951948,0.006234425038587716
ambigu,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,8.260570496139261E-4,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ambit,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.9992789336844554E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ambiti,2.867642899207827E-5,1.457655347267578E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.5120331814442295E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
amend,2.6330175710908226E-4,5.172325425788181E-5,3.4361864103638136E-6,0.002142281885345532,1.2136383193379956E-4,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
america,0.0017753316494186636,0.002073632284338716,2.4396923513583072E-4,6.148081703041545E-4,0.0023528923545875335,3.244614750667579E-5,0.0015392993535686338,0.0011852635834403433,1.283145637640894E-4,1.9538084166514214E-4
american,0.0025574160764753437,0.0050359641191083096,3.12692963343107E-4,0.00359338191463484,0.008068737342437448,3.244614750667579E-5,0.0035966559775009463,0.003349230291796156,0.006421838405526569,7.282376825700751E-4
amid,2.6069480901889334E-6,1.457655347267578E-4,1.0652177872127821E-4,1.947528986677756E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
among,8.62899817852537E-4,0.0037193721925440457,2.4396923513583072E-4,0.0011494239705686366,0.0011001044120450864,3.244614750667579E-5,8.700387650605322E-4,6.442719063513899E-4,4.94927603090059E-4,1.7761894696831102E-5
amorim,2.6069480901889334E-6,4.7021140234438E-6,2.096073710321926E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
amount,4.979270852260863E-4,1.927866749611958E-4,7.215991461764009E-5,4.6206079880001667E-4,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
amplifi,2.867642899207827E-5,9.874439449231981E-5,7.215991461764009E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,6.721239054309445E-5,1.7761894696831102E-5
analysi,2.6330175710908226E-4,8.51082638243328E-4,7.215991461764009E-5,1.5656605579174117E-4,2.779623247516054E-4,3.244614750667579E-5,3.247153225724493E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
analyst,2.867642899207827E-5,9.874439449231981E-5,3.779805051400195E-5,4.2005527163637885E-5,1.2136383193379956E-4,3.244614750667579E-5,2.0077817655243048E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
andrew,8.081539079585694E-5,2.868289554300718E-4,4.157785556540214E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,2.0164235236951896E-4,6.721239054309445E-5,9.058566295383861E-4
angel,2.6069480901889334E-6,9.874439449231981E-5,3.4361864103638136E-6,4.2005527163637885E-5,8.221420872934809E-5,6.813690976401916E-4,2.4787429204003767E-6,4.967287216907662E-4,1.283145637640894E-4,3.7299978863345314E-4
anger,2.867642899207827E-5,4.749135163678238E-4,3.4361864103638136E-6,3.0931342729587893E-4,3.5626157116050834E-4,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
angl,2.6069480901889334E-6,9.874439449231981E-5,7.215991461764009E-5,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
angri,2.6069480901889334E-6,4.278923761333858E-4,3.4361864103638136E-6,2.3293974154381004E-4,1.2136383193379956E-4,3.244614750667579E-5,1.264158889404192E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
anim,2.6069480901889334E-6,4.7021140234438E-6,1.0652177872127821E-4,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ann,2.6069480901889334E-6,5.172325425788181E-5,2.4396923513583072E-4,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,1.8941673698508435E-4,1.9538084166514214E-4
anniversari,1.8509331440341427E-4,4.7021140234438E-6,3.779805051400195E-5,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,1.283145637640894E-4,1.7761894696831102E-5
announc,9.41108260558205E-4,6.629980773055758E-4,7.250353325867646E-4,0.0010348634419405332,0.0011001044120450864,3.244614750667579E-5,5.478021854084833E-4,9.393582756726372E-4,9.226428156370237E-4,7.282376825700751E-4
annual,2.3723227620719292E-4,5.172325425788181E-5,3.4361864103638136E-6,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,2.7266172124404146E-5,3.983665985836838E-4,6.110217322099495E-6,3.7299978863345314E-4
anonym,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,5.409916770889534E-5,2.5051891020607927E-4,1.7761894696831102E-5
anoth,7.84691375146869E-4,0.001838526583166526,0.0012061014300376986,0.0013403581849488087,0.0013741517744762467,3.244614750667579E-5,0.0016384490703846488,9.393582756726372E-4,9.837449888580188E-4,1.7761894696831102E-5
ansar,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,7.393362959740388E-4,1.7761894696831102E-5
answer,3.1544071891286094E-4,4.7021140234438E-6,4.8450228386129763E-4,1.5656605579174117E-4,8.652066728183776E-4,3.244614750667579E-5,4.4865246859246817E-4,4.47547660137225E-4,5.56029776311054E-4,1.7761894696831102E-5
anticip,1.8509331440341427E-4,4.7021140234438E-6,1.4088364282491633E-4,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
anxieti,5.4745909893967604E-5,2.868289554300718E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
anybodi,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
anyon,5.4745909893967604E-5,2.398078151956338E-4,5.875878761722121E-4,3.4750027017191337E-4,4.737104407738628E-4,3.244614750667579E-5,5.230147562044795E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
anyth,1.0688487169774627E-4,4.7021140234438E-6,0.0012061014300376986,2.3293974154381004E-4,8.652066728183776E-4,3.244614750667579E-5,6.717393314285021E-4,3.000044754766014E-4,2.5051891020607927E-4,1.7761894696831102E-5
anyway,2.6069480901889334E-6,4.7021140234438E-6,3.4705482744674514E-4,1.1837921291570675E-4,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ap,2.867642899207827E-5,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
apart,2.867642899207827E-5,5.172325425788181E-5,3.4361864103638136E-6,3.0931342729587893E-4,8.221420872934809E-5,3.244614750667579E-5,1.7599074734842672E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
apolog,2.6069480901889334E-6,4.7021140234438E-6,3.12692963343107E-4,1.5656605579174117E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
apologis,2.6069480901889334E-6,2.398078151956338E-4,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
appar,1.5902383350152493E-4,5.219346566022619E-4,2.096073710321926E-4,4.6206079880001667E-4,4.737104407738628E-4,3.244614750667579E-5,3.4950275177645306E-4,3.983665985836838E-4,6.78234122753044E-4,1.7761894696831102E-5
apparatu,2.6069480901889334E-6,2.868289554300718E-4,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
appeal,1.0688487169774627E-4,4.749135163678238E-4,3.4361864103638136E-6,2.711265844198445E-4,5.128600639783143E-4,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,0.0011059493353000086,1.7761894696831102E-5
appear,2.893712380109716E-4,9.45124918712204E-4,2.7833109923946884E-4,6.529950131801889E-4,0.0011392540352495378,3.244614750667579E-5,0.0011179130571005698,3.491855370301426E-4,8.615406424160287E-4,1.7761894696831102E-5
appli,3.9364916161852893E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.171119479560569E-4,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
applic,1.8509331440341427E-4,5.172325425788181E-5,3.779805051400195E-5,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
appoint,2.111627953053036E-4,4.7021140234438E-6,2.4396923513583072E-4,3.0931342729587893E-4,2.3881270154715395E-4,3.244614750667579E-5,6.965267606325058E-4,2.0164235236951896E-4,1.283145637640894E-4,0.00161633241741163
appreci,2.3723227620719292E-4,4.7021140234438E-6,8.281209248976791E-4,1.1837921291570675E-4,1.2136383193379956E-4,3.244614750667579E-5,5.205360132840791E-5,2.5082341392306017E-4,1.283145637640894E-4,1.7761894696831102E-5
approach,0.0015146368403997704,4.278923761333858E-4,5.188641479649358E-4,4.2005527163637885E-5,3.171119479560569E-4,3.244614750667579E-5,8.204639066525247E-4,0.0011852635834403433,6.110217322099495E-6,1.7761894696831102E-5
appropri,5.239965661279757E-4,4.7021140234438E-6,2.4396923513583072E-4,9.96676599064499E-4,1.2136383193379956E-4,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
approv,1.329543525996356E-4,0.0038604356132473597,2.7833109923946884E-4,5.00247641676051E-4,2.779623247516054E-4,3.244614750667579E-5,1.5120331814442295E-4,3.491855370301426E-4,6.110217322099495E-6,1.7761894696831102E-5
approx,2.867642899207827E-5,4.7021140234438E-6,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,0.00161633241741163
approxim,8.081539079585694E-5,9.874439449231981E-5,7.215991461764009E-5,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,4.94927603090059E-4,3.7299978863345314E-4
april,1.329543525996356E-4,6.159769370711379E-4,4.8450228386129763E-4,4.2387395592398224E-4,1.9966307834270249E-4,3.244614750667579E-5,3.7429018098045685E-4,4.47547660137225E-4,4.94927603090059E-4,1.7761894696831102E-5
aq,2.893712380109716E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
arab,4.979270852260863E-4,1.457655347267578E-4,7.215991461764009E-5,3.818684287603444E-6,0.005915508066192617,3.244614750667579E-5,3.7429018098045685E-4,1.0328022926243655E-4,4.338254298690641E-4,1.7761894696831102E-5
arabia,8.081539079585694E-5,5.172325425788181E-5,7.215991461764009E-5,3.818684287603444E-6,3.5626157116050834E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
arc,1.0688487169774627E-4,4.7021140234438E-6,7.215991461764009E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
area,0.001175733588675209,4.749135163678238E-4,2.4396923513583072E-4,3.818684287603444E-6,5.128600639783143E-4,3.244614750667579E-5,4.4865246859246817E-4,3.491855370301426E-4,0.0010448471620790136,1.7761894696831102E-5
argentina,2.867642899207827E-5,4.7021140234438E-6,4.157785556540214E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
argu,3.1544071891286094E-4,4.278923761333858E-4,3.779805051400195E-5,5.00247641676051E-4,5.128600639783143E-4,3.244614750667579E-5,4.4865246859246817E-4,4.967287216907662E-4,6.110217322099495E-6,1.7761894696831102E-5
argument,2.3723227620719292E-4,3.338500956645098E-4,3.779805051400195E-5,8.019237003967232E-5,5.128600639783143E-4,3.244614750667579E-5,2.0077817655243048E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
arizona,2.6069480901889334E-6,4.278923761333858E-4,3.4361864103638136E-6,3.856871130479478E-4,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
arkin,2.6069480901889334E-6,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,7.393362959740388E-4,1.7761894696831102E-5
arm,9.150387796563157E-4,1.457655347267578E-4,7.215991461764009E-5,2.711265844198445E-4,4.737104407738628E-4,3.244614750667579E-5,4.982273270004757E-4,1.0328022926243655E-4,0.001961379760393938,3.7299978863345314E-4
armey,2.6069480901889334E-6,4.749135163678238E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
armi,0.001253942031380877,1.457655347267578E-4,3.779805051400195E-5,3.818684287603444E-6,2.779623247516054E-4,3.244614750667579E-5,6.965267606325058E-4,1.0328022926243655E-4,7.393362959740388E-4,1.7761894696831102E-5
around,0.0015928452831054385,8.040614980088899E-4,0.0018246149839031848,7.293686989322578E-4,8.652066728183776E-4,3.244614750667579E-5,9.93975911080551E-4,0.0011852635834403433,0.001961379760393938,1.7761894696831102E-5
arrang,3.1544071891286094E-4,5.172325425788181E-5,3.4705482744674514E-4,8.019237003967232E-5,3.171119479560569E-4,3.244614750667579E-5,5.205360132840791E-5,2.0164235236951896E-4,1.8941673698508435E-4,1.7761894696831102E-5
array,8.081539079585694E-5,5.172325425788181E-5,7.215991461764009E-5,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,3.000044754766014E-4,6.110217322099495E-6,1.7761894696831102E-5
arrest,8.081539079585694E-5,1.927866749611958E-4,3.4361864103638136E-6,3.818684287603444E-6,2.3881270154715395E-4,3.244614750667579E-5,7.684103053241167E-5,2.5082341392306017E-4,0.001900277587172943,1.7761894696831102E-5
arriv,1.8509331440341427E-4,4.7021140234438E-6,3.8141669155038324E-4,2.711265844198445E-4,2.3881270154715395E-4,3.244614750667579E-5,2.9992789336844554E-4,2.0164235236951896E-4,9.226428156370237E-4,0.016713942909718064
arrog,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,1.5656605579174117E-4,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
arsen,2.893712380109716E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
art,1.8509331440341427E-4,5.172325425788181E-5,3.779805051400195E-5,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,3.983665985836838E-4,6.110217322099495E-6,1.7761894696831102E-5
articl,1.5902383350152493E-4,5.689557968366998E-4,3.8141669155038324E-4,1.947528986677756E-4,1.6051345513825102E-4,3.244614750667579E-5,5.973770438164908E-4,5.950908447978486E-4,0.0012892558549629934,3.7299978863345314E-4
articul,2.6069480901889334E-6,1.457655347267578E-4,3.4361864103638136E-6,3.818684287603444E-6,2.779623247516054E-4,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
arturo,2.6069480901889334E-6,4.7021140234438E-6,4.157785556540214E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
asean,8.081539079585694E-5,4.7021140234438E-6,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ashton,5.4745909893967604E-5,4.7021140234438E-6,3.4705482744674514E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.751404641644418E-4,4.9181061553541216E-6,6.110217322099495E-6,3.7299978863345314E-4
asia,4.197186425204183E-4,4.7021140234438E-6,3.4705482744674514E-4,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,7.708890482445172E-4,5.409916770889534E-5,1.283145637640894E-4,1.9538084166514214E-4
asian,3.1544071891286094E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,3.4950275177645306E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
asid,8.081539079585694E-5,9.874439449231981E-5,7.215991461764009E-5,2.711265844198445E-4,1.6051345513825102E-4,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
ask,9.150387796563157E-4,0.00103916719918108,0.004917182753230617,0.0016076660850810498,0.0012175532816584408,3.244614750667579E-5,0.0020846227960567166,0.0010377203987797195,0.0016558688942889632,1.7761894696831102E-5
aspect,2.6330175710908226E-4,5.172325425788181E-5,3.4361864103638136E-6,8.019237003967232E-5,1.6051345513825102E-4,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,1.8941673698508435E-4,1.7761894696831102E-5
aspir,1.5902383350152493E-4,1.457655347267578E-4,7.215991461764009E-5,1.1837921291570675E-4,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
