,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6
facebook,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.545832018089728E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
facil,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,3.888602055738223E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.005760216069289598,2.0727141279511305E-7
facilit,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,0.003604406480004612,7.214432343607883E-5,1.829990926557081E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fact,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.553136679785716E-4,9.835700873372633E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0015283215657835231,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
faction,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,9.150526469210176E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
factor,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.6488806160558454E-4,1.7156236416025728E-4,6.624306435116243E-7,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fade,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fail,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.002562974265556496,1.201068470511367E-6,6.801310514361719E-4,6.175947754828381E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.002142330873124323,1.4396940937989497E-6,2.0727141279511305E-7
failur,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,1.8549778119880802E-4,3.431132915920191E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
fair,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.4007067814798415E-4,2.859296491147652E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fairli,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
faith,4.8771942008990424E-8,0.004601102003690871,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.946435750971603E-4,2.4018273513296204E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fall,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,4.328144163174899E-4,3.545500200874699E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0015283215657835231,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fallen,4.8771942008990424E-8,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.4427834201236105E-4,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,0.0010190508007773508,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fals,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
famili,0.0010242595541308079,0.011830372399434276,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.0010511060041141947,6.519049609691904E-4,0.003975246291713258,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.0028808278816916983,8.292929225932474E-4
familiar,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.339734822157493E-4,1.7156236416025728E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
famou,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fan,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.4427834201236105E-4,1.1436728495450789E-8,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
far,3.4145236600494197E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.0012572032000464296,6.862151464555428E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0016068820170572586,0.004320521975490647,2.0727141279511305E-7
farm,4.8771942008990424E-8,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,3.4321622214847814E-5,0.0019879543611783846,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
farmer,4.8771942008990424E-8,0.003943895604077834,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,3.4321622214847814E-5,0.003975246291713258,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.008639604256887498,2.0727141279511305E-7
fascin,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fashion,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.6488806160558454E-4,6.86318077012002E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fast,4.882071395099941E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
father,4.8771942008990424E-8,0.0026294828048517606,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.667775936734426E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
favor,1.4636459796898025E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.3702208018186677E-4,2.0587254964660968E-4,6.624306435116243E-7,1.3199716998067561E-6,0.003565404625808213,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
favorit,4.877194200899042E-6,6.572063996130369E-5,9.674997484500654E-5,2.4902928385154668E-5,3.6608688266768976E-5,1.201068470511367E-4,1.2468880353900212E-4,1.143672849545079E-6,6.624306435116243E-5,1.3199716998067563E-4,5.092707650061724E-5,5.354488560670639E-5,1.4396940937989498E-4,2.0727141279511307E-5
fax,0.002048470336319607,0.004601102003690871,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,0.0012438357481834735
fbi,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fco,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fear,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0018308005002211165,1.201068470511367E-6,5.667775936734426E-4,5.604111330055841E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0747868420790814E-4
featur,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.8549778119880802E-4,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
februari,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,2.885463791649255E-4,2.859296491147652E-4,0.0013255237176667601,0.0013212916715065629,5.097800357711785E-4,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
fed,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feder,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.625699298090658E-4,1.486889071693557E-4,0.0013255237176667601,1.3199716998067561E-6,0.0010190508007773508,0.0032132285852584505,1.4396940937989497E-6,4.147500970030212E-4
fee,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.0610750079203154E-4,1.1436728495450789E-8,0.0013255237176667601,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feed,4.8771942008990424E-8,0.0019722764052387235,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,2.2884893719397028E-5,0.0019879543611783846,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feedback,7.803998440858558E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feel,0.0010242595541308079,6.578636060126497E-4,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.564727338768309E-4,6.290315039782888E-4,6.624306435116243E-7,1.3199716998067561E-6,0.004074675390814384,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feet,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.339734822157493E-4,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fein,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.01098297256691336,1.201068470511367E-6,1.0304859796611746E-8,9.150526469210176E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fell,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.2366862241913756E-4,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0020375923307896955,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fellow,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.5763179977509026E-4,1.7156236416025728E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fellowship,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
felt,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.664529695503574E-4,1.201068470511367E-6,2.3702208018186677E-4,3.0880310610566675E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
feltman,1.951365399779707E-4,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
femal,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.2366862241913756E-4,2.630561921238636E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fewer,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,1.2581545017845413E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
field,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.885463791649255E-4,2.744929206193144E-4,0.0019879543611783846,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fifti,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.545832018089728E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fight,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.28606752453113E-4,9.835700873372633E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0010190508007773508,5.359843049231309E-4,1.4396940937989497E-6,2.0727141279511305E-7
fighter,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,2.4018273513296204E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
figur,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183018926565013E-4,4.1173366256472385E-4,0.0013255237176667601,1.3199716998067561E-6,0.004074675390814384,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
file,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.5763179977509026E-4,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
filibust,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.5763179977509026E-4,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
fill,3.9022430801393234E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.473269399784785E-4,2.0587254964660968E-4,6.624306435116243E-7,0.005281206770926832,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
film,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.958026409954198E-4,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
final,0.0014632070322117218,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.004027321796227255,1.201068470511367E-6,8.656185277751832E-4,5.489744045101333E-4,0.0019879543611783846,1.3199716998067561E-6,5.092707650061723E-7,0.0016068820170572586,1.4396940937989497E-6,2.0747868420790814E-4
financ,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.9885123896153723E-4,1.944358211511589E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.005760216069289598,2.0727141279511305E-7
financi,4.882071395099941E-5,6.572063996130369E-7,0.015480963474949497,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.728747896056775E-4,5.604111330055841E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
find,0.0015607509162297024,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,8.243990885887362E-4,6.519049609691904E-4,0.0013255237176667601,0.003961235071120075,0.0020375923307896955,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
